SCRIP NAME,Security Name,GROUP,FACE VALUE,INDUSTRY,SECTOR,Previous Close,Open,High,Low,VWAP,52 Wk High,52 Wk Low,Upper Price Band,Lower Price Band,Turnover (Cr.),Mcap Full (Cr.),Mcap FF (Cr.),Face Value,EPS (TTM) ,CEPS (TTM),PE,PB,ROE,2W Avg Qty`(Lakh),TTQ (Lakh),Turnover (Lakh)
ETT,ETT Ltd,X ,10.0,Residential- Commercial Projects,Consumer Discretionary,29.2,30.65,30.65,28.05,30.39,53.75,20.5,30.80(2%),29.60(2%),,31.31,13.15,10.0,6.57,7.8,4.6,1.21,26.31,0.95,2.82,85.7
KOTAKNIFTY,Kotak Mahindra Mutual Fund - Kotak Nifty ETF,B ,1.0, ,-,188.52,188.51,190.0,188.18,189.03,194.4,161.61,226.86(20%),151.24(20%),,-,-,1.0,-,-,-,-,-,,,3.22
HANSUGAR,Shree Hanuman Sugar & Industries Ltd,XT,10.0,Sugar,Fast Moving Consumer Goods,5.86,5.75,5.98,5.61,5.68,11.57,2.07,5.97(5%),5.41(5%),,10.53,8.63,10.0,-32.32,-32.32,-0.18,0.07,-37.2,0.25,0.23,1.3
KIRANVYPAR,Kiran Vyapar Ltd,X ,10.0,Non Banking Financial Company (NBFC),Financial Services,136.2,140.85,140.85,135.5,137.57,175.0,115.0,165.40(20%),110.30(20%),,376.11,94.03,10.0,27.06,27.11,5.09,0.44,8.55,,,1.34
BCP,B.C. Power Controls Ltd,B ,2.0,Cables - Electricals,Industrials,5.28,5.4,5.4,5.0,5.21,8.94,3.36,6.22(20%),4.16(20%),,30.52,27.16,10.0,0.33,0.34,15.91,1.1,6.89,1.48,0.64,3.33
KCSL,Karnimata Cold Storage Ltd,M ,10.0,Diversified Commercial Services,Services,6.75,6.0,6.0,6.0,6,7.0,6.0,7.20(20%),4.80(20%),,3.05,2.41,10.0,-,-,-,-,-,0.48,0.48,2.88
RACE,Race Eco Chain Ltd,M ,10.0,Waste Management,Utilities,206.0,206.0,207.0,200.0,202.32,248.5,150.0,227.70(10%),186.30(10%),,340.15,187.08,10.0,-,-,-,-,-,0.15,0.26,51.84
MANGIND,Mangalam Industrial Finance Ltd,X ,1.0,Non Banking Financial Company (NBFC),Financial Services,4.64,4.69,4.75,4.4,4.58,9.78,2.91,5.06(10%),4.14(10%),,442.36,110.59,1.0,0.01,0.01,715.55,13.53,1.87,10.09,7.17,32.86
VFL,Viji Finance Ltd,B ,1.0,Non Banking Financial Company (NBFC),Financial Services,2.5,2.5,2.51,2.38,2.42,7.02,2.0,2.53(5%),2.29(5%),,19.88,9.34,10.0,0.05,0.07,48.86,1.71,3.49,0.19,,0.22
PHOENIXTN,Phoenix Township Ltd,X ,10.0,Hotels & Resorts,Consumer Discretionary,45.8,46.0,47.7,43.85,45.03,64.55,13.1,46.80(5%),42.40(5%),,62.37,18.71,10.0,1.24,2.79,35.91,2.64,7.34,,,0.1
RAUNAQEPC,Raunaq EPC International Ltd,XT,10.0,Civil Construction,Industrials,19.25,20.0,20.2,20.0,20.13,31.15,19.25,21.20(5%),19.20(5%),,6.75,3.24,10.0,-8.75,-7.74,-2.31,0.68,-29.65,,,0.0
INFRONICS,Infronics Systems Ltd,XT,10.0,Software Products,Information Technology,41.5,42.65,42.65,39.45,40,60.7,6.72,42.10(5%),38.10(5%),,31.79,23.52,10.0,0.23,0.23,177.57,-38.93,-21.94,,,3.18
CPSEETF,CPSE ETF,A ,10.0, ,-,37.61,37.61,38.15,37.61,37.96,38.15,28.03,45.22(20%),30.15(20%),,-,-,10.0,-,-,-,-,-,0.78,1.8,68.2
HARIAAPL,Haria Apparels Ltd,XT,10.0,Other Textile Products,Consumer Discretionary,5.94,6.11,6.18,5.81,6.04,15.93,1.42,6.37(5%),5.77(5%),,9.28,3.9,10.0,0.48,0.68,12.54,2.88,22.95,0.26,0.18,1.1
JOONKTOLL,Joonktollee Tea & Industries Ltd,X ,10.0,Tea & Coffee,Fast Moving Consumer Goods,82.45,80.4,87.7,80.4,82.7,146.72,66.35,102.50(20%),68.40(20%),,70.79,16.99,5.0,-17.54,-9.01,-4.87,0.57,-11.65,,,0.04
RNBDENIMS,R&B Denims Ltd,B ,2.0,Other Textile Products,Consumer Discretionary,46.8,47.75,48.35,47.0,47.59,92.95,29.15,57.05(20%),38.05(20%),,332.72,86.51,10.0,3.54,4.25,13.45,5.17,38.49,0.11,,0.47
GOLDLINE,Gold Line International Finvest Ltd,Z ,1.0,Investment Company,Financial Services,0.93,0.93,0.95,0.92,0.93,1.94,0.28,0.97(5%),0.89(5%),,48.45,45.54,10.0,-,-,968.99,0.91,0.09,5.06,3.72,3.46
SHARPINV,Sharp Investments Ltd,X ,1.0,Non Banking Financial Company (NBFC),Financial Services,1.77,1.75,1.78,1.74,1.76,6.97,1.05,1.84(5%),1.68(5%),,42.61,23.01,10.0,-,-,1775.38,1.5,0.08,2.54,1.88,3.31
WONDERLA,Wonderla Holidays Ltd,B ,10.0,Amusement Parks/ Other Recreation,Consumer Discretionary,357.2,348.6,354.3,346.5,350.63,455.0,196.2,420.00(20%),280.00(20%),,1979.57,593.87,1.0,12.05,18.71,29.05,2.47,8.51,0.21,0.22,75.5
RESPONSINF,Response Informatics Ltd,X ,10.0,Software Products,Information Technology,32.5,34.0,34.0,33.85,33.9,58.7,8.39,37.30(10%),30.60(10%),,25.38,7.61,10.0,0.82,0.86,41.21,14.03,34.01,,,0.03
GCMCAPI,GCM Capital Advisors Ltd,M ,10.0,Other Financial Services,Financial Services,4.23,4.03,4.95,4.03,4.39,9.54,2.9,5.41(20%),3.61(20%),,7.64,4.66,10.0,-,-,-,-,-,,,0.31
AFEL,A.F. Enterprises Ltd,X ,10.0,Trading & Distributors,Services,13.35,14.01,14.01,13.21,13.93,138.9,7.83,14.71(5%),13.31(5%),,18.09,14.84,10.0,2.45,3.37,5.72,0.98,17.15,1.68,1.53,21.26
INCREDIBLE,Incredible Industries Ltd,B ,10.0,Iron & Steel Products,Industrials,23.6,23.3,23.6,22.9,23.11,37.9,18.1,27.70(20%),18.50(20%),,108.02,27.01,10.0,0.68,1.87,33.96,0.89,2.61,,,0.57
WESTLEIRES,West Leisure Resorts Ltd,XT,10.0,Other Financial Services,Financial Services,237.65,249.5,249.5,249.5,249.5,249.5,97.0,261.95(5%),237.05(5%),,76.18,22.09,10.0,-0.49,-0.49,-513.35,4.08,-0.8,,,0.89
NAM,Nam Securities Ltd,XT,10.0,Other Financial Services,Financial Services,31.3,29.8,29.8,29.8,29.8,75.5,19.45,31.25(5%),28.35(5%),,16.07,4.02,2.0,1.01,1.15,29.62,1.51,5.1,,,0.0
METSL,Maestros Electronics & Telecommunications Systems Ltd,X ,10.0,Industrial Electronics,Industrials,51.4,50.35,51.35,50.2,50.94,81.95,40.1,61.55(20%),41.05(20%),,28.27,10.18,2.0,2.12,2.8,24.18,1.25,5.18,,,1.15
SPS,SPS Finquest Ltd,T ,10.0,Non Banking Financial Company (NBFC),Financial Services,87.55,83.2,91.85,83.2,88,145.9,68.0,96.40(5%),87.30(5%),,93.12,39.11,10.0,-,12.41,-,1.64,12.61,,,0.01
CCFCL,Classic Global Finance & Capital Ltd,Z ,1.0,Other Financial Services,Financial Services,0.44,0.42,0.42,0.42,0.42,0.56,0.33,0.44(5%),0.40(5%),,1.54,1.2,10.0,-,0.01,-,0.26,0.39,,,0.04
MONEYBOXX,Moneyboxx Finance Ltd,B ,10.0,Non Banking Financial Company (NBFC),Financial Services,167.15,171.0,173.9,166.75,170.48,218.9,91.7,186.00(10%),152.20(10%),,395.78,75.2,10.0,-1.81,-1.36,-93.43,11.46,-12.27,,,1.26
WORTH,Worth Investment & Trading Co Ltd,X ,10.0,Investment Company,Financial Services,44.0,43.95,43.95,43.95,43,81.9,28.65,46.10(5%),41.80(5%),,27.82,4.45,2.0,79.4,79.4,0.55,5.49,991.07,,,0.0
TPROJECT,Thirani Projects Ltd,X ,10.0,Non Banking Financial Company (NBFC),Financial Services,2.69,2.56,2.81,2.56,2.66,6.25,1.7,2.73(5%),2.47(5%),,5.26,4.2,10.0,0.04,0.04,63.86,0.28,0.44,,,0.04
AMARSEC,Amarnath Securities Ltd,XT,10.0,Non Banking Financial Company (NBFC),Financial Services,17.05,17.05,17.05,17.05,17,32.5,15.2,17.90(5%),16.20(5%),,5.12,2.25,10.0,0.12,0.13,146.15,1.29,0.88,,,0.0
CTL,Capital Trade Links Ltd,X ,1.0,Non Banking Financial Company (NBFC),Financial Services,13.7,13.99,13.99,13.25,13.6,21.57,5.05,14.12(5%),12.78(5%),,82.02,27.07,5.0,0.25,0.26,53.8,3.94,7.43,0.17,,1.27
TARINI,Tarini International Ltd,M ,10.0,Consulting Services,Services,5.18,5.41,5.41,5.03,5.22,23.0,4.23,5.28(5%),4.78(5%),,6.54,2.03,10.0,-,-,-,-,-,,,0.31
YAANENT,Yaan Enterprises Ltd,X ,10.0,Tour- Travel Related Services,Consumer Discretionary,23.4,23.5,23.5,23.0,23.18,26.85,18.0,27.60(20%),18.40(20%),,7.13,2.57,1.0,-0.46,-0.44,-49.51,2.01,-4.05,,,0.85
JTAPARIA,J. Taparia Projects Ltd,X ,10.0,Investment Company,Financial Services,6.24,6.83,6.83,5.62,6.33,10.04,1.75,6.18(10%),5.06(10%),,9.1,6.65,10.0,-0.01,-0.01,-379.35,0.17,-0.04,,,0.54
RLFL,Ramchandra Leasing & Finance Ltd,X ,1.0,Non Banking Financial Company (NBFC),Financial Services,1.47,1.58,1.58,1.35,1.47,4.06,0.58,1.58(10%),1.30(10%),,7.37,6.48,1.0,-,-,443.81,1.35,0.3,1.43,2.8,4.11
GOLDCOINHF,Gold Coin Health Foods Ltd,X ,10.0,Packaged Foods,Fast Moving Consumer Goods,7.11,7.11,7.79,6.5,7.67,15.48,5.7,8.56(10%),7.02(10%),,2.34,1.43,1.0,-3.69,-3.61,-2.11,0.92,-43.54,,,0.1
BRPL,Bansal Roofing Products Ltd,B ,10.0,Iron & Steel Products,Industrials,64.75,66.1,68.0,64.35,66.58,106.2,36.35,73.30(10%),60.00(10%),,87.87,23.72,10.0,-,2.36,-,4.42,13.3,,0.11,7.53
ARMAN,Arman Holdings Ltd,X ,10.0,Investment Company,Financial Services,30.95,30.95,30.95,30.95,30.95,34.2,28.05,32.45(5%),29.45(5%),,16.13,12.09,10.0,0.04,0.05,733.02,2.44,0.33,,,0.02
SKIPPER,Skipper Ltd,B ,1.0,Heavy Electrical Equipment,Industrials,67.7,68.9,69.05,67.35,68.12,84.35,50.0,81.30(20%),54.20(20%),,695.59,194.77,2.0,3.71,8.51,18.24,0.95,5.19,,,1.55
ADARSH,Adarsh Mercantile Ltd,XT,10.0,Trading & Distributors,Services,5.9,6.01,6.01,6.01,6.01,6.01,5.9,6.31(5%),5.71(5%),,2.21,0.64,10.0,-0.56,-0.42,-10.83,0.33,-3.07,,,0.03
JAMESWARREN,James Warren Tea Ltd,X ,10.0,Tea & Coffee,Fast Moving Consumer Goods,245.25,236.0,260.0,235.35,249.27,288.0,190.0,291.20(20%),194.20(20%),,106.79,32.04,10.0,23.22,29.62,10.45,1.13,10.84,,,6.31
VISTARAMAR,Vistar Amar Ltd,X ,10.0,Other Food Products,Fast Moving Consumer Goods,350.8,350.0,354.85,345.75,349.04,424.95,61.35,385.25(10%),315.25(10%),,112.08,35.87,10.0,13.99,15.41,25.03,11.33,45.28,,,3.14
APOLLOTRI,Apollo Tricoat Tubes Ltd,A ,2.0,Iron & Steel Products,Industrials,1037.55,1039.0,1053.5,1021.0,1033.26,1114.8,650.0,"1,243.20(20%)",828.80(20%),4.74,6298.88,2771.51,10.0,20.17,23.47,51.35,14.19,27.63,0.39,0.46,
GULFOILLUB,Gulf Oil Lubricants India Ltd,B ,2.0,Lubricants,Energy,410.5,417.25,419.0,406.05,409.21,614.6,379.0,496.55(20%),331.05(20%),,2028.33,547.65,2.0,48.16,55.69,8.59,1.95,22.64,,,5.41
FRUTION,Fruition Venture Ltd,XT,10.0,Trading & Distributors,Services,34.0,35.7,35.7,34.0,35.57,35.7,7.93,37.45(5%),33.95(5%),,14.28,7.14,10.0,0.22,0.24,162.27,2.61,1.61,0.1,0.17,6.01
TRIVENIENT,Triveni Enterprises Ltd,X ,1.0,Trading & Distributors,Services,2.61,2.7,2.87,2.7,2.83,14.35,2.4,3.15(10%),2.59(10%),,16.43,15.94,10.0,0.19,0.19,15.45,1.63,10.53,1.4,8.94,25.31
BHANDERI,Bhanderi Infracon Ltd,MT,10.0,Residential- Commercial Projects,Consumer Discretionary,129.0,128.7,128.7,128.7,128.7,132.5,127.0,135.10(5%),122.30(5%),,26.12,11.23,10.0,-,-,-,-,-,,,1.54
TRIVIKRAMA,Trivikrama Industries Ltd,M ,10.0,Trading & Distributors,Services,9.13,8.22,8.22,8.22,8.22,9.13,5.5,9.86(20%),6.58(20%),,5.85,4.62,10.0,-,-,-,-,-,0.36,,0.66
QUANTBUILD,Quantum Build-Tech Ltd,XT,10.0,Residential- Commercial Projects,Consumer Discretionary,3.92,3.92,4.11,3.9,4.09,8.64,2.87,4.31(5%),3.91(5%),,10.3,7.83,10.0,-0.19,-0.19,-21.55,2.8,-13.01,,,0.12
TTIENT,TTI Enterprise Ltd,XT,10.0,Non Banking Financial Company (NBFC),Financial Services,17.0,17.35,17.5,16.45,16.93,71.85,8.51,17.85(5%),16.15(5%),,43.19,25.91,1.0,-0.26,-0.26,-65.48,1.61,-2.46,0.2,0.27,4.51
VISHAL,Vishal Fabrics Ltd,B ,5.0,Garments & Apparels,Consumer Discretionary,22.7,22.35,22.85,22.35,22.62,49.12,21.6,27.10(20%),18.10(20%),,446.6,133.98,2.0,3.94,5.62,5.74,1.33,23.24,0.23,0.27,6.1
TOYAMIND,Toyam Industries Ltd,XT,1.0,Other Financial Services,Financial Services,11.25,11.25,11.39,10.69,10.9,19.78,2.25,11.47(5%),10.39(5%),,443.77,239.64,10.0,0.03,0.03,375.76,15.39,4.12,2.0,2.93,31.94
GAJANANSEC,Gajanan Securities Services Ltd,XT,10.0,Other Financial Services,Financial Services,10.0,10.5,10.5,10.0,10.1,10.5,10.0,10.50(5%),9.50(5%),,3.1,1.15,10.0,-0.35,-0.35,-28.46,1.11,-3.91,,,0.0
UNISON,Unison Metals Ltd,X ,10.0,Iron & Steel Products,Industrials,17.85,17.9,18.25,17.55,17.9,84.0,17.2,19.85(10%),16.25(10%),,28.92,13.01,10.0,-0.85,0.36,-21.25,1.58,-7.45,0.25,0.16,2.78
RTFL,Real Touch Finance Ltd,Z ,10.0,Other Financial Services,Financial Services,17.05,17.05,17.05,17.05,17.05,31.9,9.9,17.90(5%),16.20(5%),,21.64,9.95,10.0,1.12,1.12,15.29,0.59,3.88,,,0.03
VRL,Vasundhara Rasayans Ltd,X ,10.0,Pharmaceuticals,Healthcare,107.2,105.25,108.05,105.25,107.15,156.9,97.4,129.60(20%),86.40(20%),,34.32,13.04,10.0,2.83,3.2,38.22,1.59,4.17,,,1.43
SNOWMAN,Snowman Logistics Ltd,B ,10.0,Logistics Solution Provider,Services,36.5,36.0,37.15,36.0,36.64,45.85,24.4,43.70(20%),29.20(20%),,609.04,359.33,10.0,0.18,3.29,205.69,1.44,0.7,0.63,0.5,18.37
QGO,QGO Finance Ltd,X ,10.0,Non Banking Financial Company (NBFC),Financial Services,34.25,35.0,35.0,32.05,32.71,36.85,19.65,38.70(20%),25.80(20%),,22.42,8.07,10.0,1.52,1.59,21.17,1.93,9.14,,,0.17
PURSHOTTAM,Purshottam Investofin Ltd,X ,10.0,Non Banking Financial Company (NBFC),Financial Services,18.28,18.99,18.99,17.41,17.6,28.48,7.71,18.35(5%),16.61(5%),,10.98,10.98,10.0,5.18,5.54,3.37,0.36,10.59,,,0.19
HCLTD,Hind Commerce Ltd,X ,10.0,Trading & Distributors,Services,3.63,3.81,3.81,3.81,3.8,3.81,3.46,4.00(5%),3.62(5%),,1.14,0.79,10.0,1.85,1.85,2.06,0.08,3.8,,,0.0
SHARDACROP,Sharda Cropchem Ltd,A ,10.0,Pesticides & Agrochemicals,Commodities,399.3,400.0,404.7,382.25,391.46,767.7,300.05,465.05(20%),310.05(20%),,3496.5,874.12,10.0,20.91,48.16,18.53,2.07,11.18,0.2,0.19,75.26
SIROHIA,Sirohia & Sons Ltd,MT,10.0,Trading & Distributors,Services,8.66,8.66,8.66,8.66,8.66,9.11,8.66,9.09(5%),8.23(5%),,8.88,2.13,10.0,-,-,-,-,-,0.1,0.1,0.87
NAYSAA,Naysaa Securities Ltd,M ,10.0,Non Banking Financial Company (NBFC),Financial Services,130.0,136.5,137.5,136.5,137,137.5,20.24,151.25(10%),123.75(10%),,59.74,31.06,10.0,-,-,-,-,-,,0.1,13.7
CITYONLINE,City Online Services Ltd,Z ,10.0,Telecom - Cellular & Fixed line services,Telecommunication,6.9,6.6,6.9,6.56,6.81,8.45,3.15,7.18(5%),6.50(5%),,3.53,3,5.0,-1.46,-0.51,-4.68,-7.2,153.46,,,0.28
SENSEXBEES,Nippon India ETF S&P BSE Sensex,A ,10.0, ,-,656.17,661.0,661.59,656.11,658.48,710.0,545.3,788.61(20%),525.74(20%),,-,-,10.0,-,-,-,-,-,,,3.46
SHEMAROO,Shemaroo Entertainment Ltd,T ,10.0,Media & Entertainment,Consumer Discretionary,159.6,161.7,167.55,155.15,166.73,205.95,92.5,175.90(5%),159.20(5%),,455.44,154.85,2.0,2.43,4.56,69.08,0.77,1.12,0.37,0.15,25.05
ULTRACAB,Ultracab (India) Ltd,X ,2.0,Cables - Electricals,Industrials,27.1,27.0,29.25,26.0,27.63,34.0,17.58,30.65(10%),25.15(10%),,266.23,101.17,2.0,0.39,0.46,72.38,10.18,14.06,1.23,0.64,17.81
RCCL,Rajasthan Cylinders & Containers Ltd,X ,10.0,Packaging,Industrials,41.3,43.3,43.35,39.4,42.99,52.1,14.4,45.50(5%),41.20(5%),,14.57,4.52,10.0,22.22,23.96,1.95,0.82,42.17,,,2.81
ETIL,Econo Trade (India) Ltd,X ,10.0,Non Banking Financial Company (NBFC),Financial Services,7.33,7.55,7.55,7.1,7.36,13.7,5.2,7.74(5%),7.02(5%),,13.78,10.75,10.0,0.33,0.34,22.03,0.35,1.6,,,0.05
ATISHAY,Atishay Ltd,X ,10.0,Software Products,Information Technology,35.65,38.6,38.6,34.35,35.68,65.75,25.6,41.85(20%),27.95(20%),,38.32,9.58,10.0,0.18,1.52,198.57,1.06,0.54,,,1.38
SUCHITRA,Suchitra Finance & Trading Company Ltd,X ,10.0,Non Banking Financial Company (NBFC),Financial Services,62.9,59.8,59.8,59.8,59.67,74.75,38.95,62.75(5%),56.85(5%),,55.75,20.63,10.0,7.72,7.89,7.75,0.49,6.39,,,0.0
DHABRIYA,Dhabriya Polywood Ltd,X ,10.0,Plastic Products - Industrial,Industrials,125.75,128.4,132.9,120.65,126.59,137.4,76.3,145.25(20%),96.85(20%),,131.03,34.07,10.0,2.05,4.18,59.05,3.2,5.42,,,6.4
ARYACAPM,Aryaman Capital Markets Ltd,M ,10.0,Investment Company,Financial Services,59.1,59.1,59.1,59.1,59.1,65.8,22.75,65.00(10%),53.20(10%),,70.78,18.4,10.0,-,-,-,-,-,,,1.48
PDSL,PDS Ltd,B ,2.0,Trading - Textile Products,Consumer Discretionary,295.35,295.05,305.0,293.8,298.15,419.99,252.11,357.60(20%),238.40(20%),,3888.41,1049.87,10.0,5.35,5.62,55.7,19.25,34.57,,,3.56
HANMAN,Hanman Fit Ltd,M ,10.0,Amusement Parks/ Other Recreation,Consumer Discretionary,3.65,3.65,3.65,3.65,3.65,3.65,1.39,4.38(20%),2.92(20%),,3.83,1.69,10.0,-,-,-,-,-,,,0.15
VGCL,Vibrant Global Capital Ltd,B ,10.0,Non Banking Financial Company (NBFC),Financial Services,54.1,54.05,58.8,53.2,57.38,73.85,43.0,66.10(20%),44.10(20%),,126.22,36.6,10.0,1.38,1.38,40,1.29,3.22,,,1.28
STARLIT,Starlit Power Systems Ltd,B ,10.0,Batteries - Automobile,Consumer Discretionary,7.9,7.0,8.7,7.0,8.65,20.5,6.35,10.29(20%),6.87(20%),,8.64,6.13,1.0,-0.55,0.43,-15.53,-0.58,3.71,,,0.34
CEINSYSTECH,Ceinsys Tech Ltd,B ,10.0,Computers - Software & Consulting,Information Technology,152.5,159.95,160.0,153.05,157.14,253.25,122.8,184.85(20%),123.25(20%),,237.72,42.79,10.0,3.25,5.13,47.46,1.49,3.14,,,2.69
PANACHE,Panache Innovations Ltd,XT,10.0,Trading & Distributors,Services,19.6,20.55,20.55,19.6,19.63,44.5,13.01,20.55(5%),18.65(5%),,8.6,5.76,10.0,-0.01,0.17,-2151.1,2.56,-0.12,,,0.04
JSHL,JLA Infraville Shoppers Ltd,M ,10.0,Internet & Catalogue Retail,Consumer Discretionary,3.43,3.26,3.26,3.26,3.26,6.25,2.15,3.42(5%),3.10(5%),,2.12,2.12,10.0,-,-,-,-,-,0.1,0.1,0.33
CRANEINFRA,Crane Infrastructure Ltd,X ,10.0,Residential- Commercial Projects,Consumer Discretionary,10.88,10.91,11.85,10.56,11.13,12.33,5.93,12.43(10%),10.17(10%),,8.18,4.26,10.0,0.63,0.81,18.07,0.29,1.61,,,0.24
NIYOGIN,Niyogin Fintech Ltd,XT,10.0,Non Banking Financial Company (NBFC),Financial Services,40.7,42.7,42.7,40.3,41.15,113.5,30.0,42.50(5%),38.50(5%),,382.03,229.22,10.0,-0.52,-0.45,-78.03,1.32,-1.7,,,1.93
ASIACAP,Asia Capital Ltd,XT,10.0,Non Banking Financial Company (NBFC),Financial Services,15.8,16.55,16.55,16.55,16,16.55,16.55,17.35(5%),15.75(5%),,5.12,1.28,1.0,0.55,0.55,30.03,1.15,3.84,,,0.0
AKASHDEEP,Akashdeep Metal Industries Ltd,XT,10.0,Non Banking Financial Company (NBFC),Financial Services,146.8,149.8,149.8,139.5,140.89,174.5,33.3,149.55(5%),135.35(5%),,149.61,50.87,10.0,0.44,0.64,326.3,7.13,2.19,0.12,0.14,19.23
GBFL,Goenka Business & Finance Ltd,XT,10.0,Non Banking Financial Company (NBFC),Financial Services,8.13,8.13,8.13,7.9,8.08,24.44,4.35,8.52(5%),7.72(5%),,10.56,8.97,10.0,0.17,0.19,46.63,0.36,0.78,0.19,0.11,0.9
GILADAFINS,Gilada Finance & Investments Ltd,X ,5.0,Non Banking Financial Company (NBFC),Financial Services,20.45,21.44,21.5,19.02,19.88,35.5,6.33,21.20(10%),17.36(10%),,27.09,11.11,10.0,1,1.03,19.21,1.35,7.04,0.55,0.17,3.43
JETINFRA,Jet Infraventure Ltd,M ,10.0,Residential- Commercial Projects,Consumer Discretionary,64.5,51.6,77.0,51.6,64.3,109.8,51.6,92.40(20%),61.60(20%),,16.14,5.33,10.0,-,-,-,-,-,,,2.57
SAPPL,Shree Ajit Pulp And Paper Ltd,X ,10.0,Paper & Paper Products,Commodities,309.65,317.55,319.5,295.0,307.24,414.0,253.05,373.20(20%),248.80(20%),,166.59,68.3,10.0,33.89,47.55,9.18,0.87,9.46,,,5.16
AANCHALISP,Aanchal Ispat Ltd,X ,10.0,Iron & Steel Products,Industrials,19.14,19.31,19.73,19.11,19.43,24.5,9.67,20.29(5%),18.37(5%),,40.31,18.54,10.0,-2.14,-1.85,-9.01,0.86,-9.56,1.62,0.52,10.14
CAPPIPES,Captain Pipes Ltd,M ,10.0,Plastic Products - Industrial,Industrials,320.0,300.0,325.0,300.0,312.5,325.0,57.15,357.50(10%),292.50(10%),,140.03,35.01,10.0,-,-,-,-,-,,,9.38
ANUBHAV,Anubhav Infrastructure Ltd,XT,10.0,Civil Construction,Industrials,6.46,6.78,6.78,6.78,6.78,7.49,2.09,7.11(5%),6.45(5%),,14.52,4.07,10.0,-0.1,-0.09,-70.83,0.21,-0.3,0.59,0.15,1.03
JMJFIN,JMJ Fintech Ltd,X ,10.0,Non Banking Financial Company (NBFC),Financial Services,15.71,16.75,18.5,15.0,16.87,23.2,9.02,21.44(20%),14.30(20%),,22.16,16.84,10.0,-0.02,-0.02,-904.44,1.91,-0.21,0.13,0.12,1.96
INTELLECT,Intellect Design Arena Ltd,A ,5.0,Computers - Software & Consulting,Information Technology,506.75,512.35,512.35,499.05,503.64,986.0,492.7,550.80(10%),450.70(10%),,6781.35,4340.06,10.0,13.92,19.3,35.96,4.66,12.96,0.39,,47.21
MONTECARLO,Monte Carlo Fashions Ltd,B ,10.0,Garments & Apparels,Consumer Discretionary,717.35,720.05,729.6,703.65,712.59,907.55,376.75,849.80(20%),566.60(20%),,1468.24,396.43,10.0,58.03,76.58,12.2,2.14,17.5,,,30.0
JSTL,Jeevan Scientific Technology Ltd,X ,10.0,Healthcare Research- Analytics & Technology,Healthcare,61.5,62.6,62.6,59.95,60.81,229.45,54.0,67.25(10%),55.05(10%),,93.57,59.88,1.0,6.39,8.83,9.57,1.85,19.33,0.19,0.13,8.07
ICL,Indo Cotspin Ltd,XT,10.0,Other Textile Products,Consumer Discretionary,72.1,68.5,69.9,68.5,68.5,73.6,14.35,71.90(5%),65.10(5%),,28.77,11.8,10.0,0.63,2.34,109.4,4.41,4.03,,,2.22
SCC,Scintilla Commercial & Credit Ltd,X ,10.0,Non Banking Financial Company (NBFC),Financial Services,3.78,3.95,3.95,3.62,3.83,10.76,3.58,4.04(5%),3.66(5%),,3.86,3.13,10.0,-0.02,-0.02,-221.88,0.38,-0.17,0.1,,0.35
PANAFIC,Panafic Industrials Ltd,X ,1.0,Non Banking Financial Company (NBFC),Financial Services,1.45,1.47,1.47,1.42,1.45,5.42,0.37,1.60(10%),1.32(10%),,11.99,11.75,1.0,0.05,0.05,29.2,1.27,4.13,1.77,1.04,1.51
MYMONEY,My Money Securities Ltd,XT,10.0,Stockbroking & Allied,Financial Services,10.24,10.01,10.01,10.01,10,27.2,8.82,10.51(5%),9.51(5%),,14.41,4.61,5.0,0.33,0.35,29.91,0.95,3.17,,,0.0
AMARNATH,Sri Amarnath Finance Ltd,XT,10.0,Non Banking Financial Company (NBFC),Financial Services,7.05,7.4,7.4,7.05,7.05,7.4,7.05,7.40(5%),6.70(5%),1.04,7.04,3.66,10.0,2.31,2.7,3.05,0.1,3.41,14.8,14.8,
CSL,Continental Securities Ltd,XT,10.0,Non Banking Financial Company (NBFC),Financial Services,42.75,40.65,43.9,40.65,41.06,50.0,17.3,43.95(5%),39.85(5%),,17.81,10.15,10.0,1.38,1.47,30.34,2.61,8.61,0.22,0.79,32.25
NEXUSSURGL,Nexus Surgical And Medicare Ltd,X ,10.0,Other Financial Services,Financial Services,14.0,13.11,14.5,13.11,14.18,18.0,2.28,17.38(20%),11.60(20%),,7.93,6.42,10.0,0.8,0.81,18.06,43.91,241.21,,,0.96
SELLWIN,Sellwin Traders Ltd,X ,10.0,Diversified Commercial Services,Services,19.7,20.0,21.0,18.5,19.32,28.8,14.25,23.45(20%),15.65(20%),,16.03,13.63,1.0,1.38,1.38,14.12,9.78,69.25,1.15,0.25,4.79
GALADAFIN,Galada Finance Ltd,XT,10.0,Non Banking Financial Company (NBFC),Financial Services,16.0,15.85,15.85,15.85,15.82,22.05,14.25,16.60(5%),15.10(5%),,4.76,1.71,1.0,-0.29,-0.14,-54.66,0.93,-1.7,,,0.0
EMERALD,Emerald Leasing Finance & Investment Company Ltd,XT,10.0,Non Banking Financial Company (NBFC),Financial Services,29.9,31.0,31.35,30.5,31.27,37.6,12.2,32.60(5%),29.50(5%),,90.18,27.05,10.0,0.57,0.57,54.85,2.79,5.09,0.36,0.98,30.56
